0	12	0
1010	6	0
1016	1	0
1081	3	0
0	6	0
1112	13	0
1149	8	0
1051	5	0
0	13	0
0	9	0
0	3	0
1106	4	1
0	2	0
0	6	0
1034	12	0
1169	13	1
0	12	0
0	13	0
1140	6	1
0	5	0
0	8	0
0	5	0
0	4	0
0	5	0
0	9	0
1030	8	0
0	11	0
0	2	0
0	1	1
1139	1	0
1096	8	0
1075	8	0
0	5	0
1111	5	0
0	8	1
0	7	0
0	9	0
0	10	0
0	10	0
0	2	1
0	12	1
1047	7	1
0	11	0
0	3	0
0	3	0
1135	9	1
0	12	0
0	4	0
1057	2	0
0	2	0
0	9	0
1077	11	0
0	6	1
1083	9	0
0	9	0
0	13	1
0	2	0
0	5	0
1172	8	1
0	2	0
0	5	0
0	7	0
0	11	0
0	8	1
0	10	0
0	5	0
0	7	0
0	13	0
0	8	0
1150	8	1
0	10	0
0	2	0
0	2	0
1160	9	0
0	2	0
0	4	0
1120	7	0
0	6	0
0	11	0
0	8	0
1070	12	0
0	2	0
0	10	0
0	7	1
0	11	0
1137	9	0
0	10	1
0	6	1
0	1	0
1181	11	0
0	2	1
0	5	1
1006	6	0
0	7	0
0	10	1
0	8	0
1110	5	0
0	7	0
0	3	0
0	12	0
0	1	1
0	8	0
0	8	1
0	6	1
1177	12	0
1163	6	0
0	10	0
0	12	0
0	11	1
0	1	1
0	4	0
0	1	0
0	6	0
0	13	0
0	4	0
0	9	0
0	6	0
0	7	0
1133	7	0
0	8	1
0	1	1
0	9	0
0	4	0
0	9	0
0	5	0
0	6	0
0	13	0
1141	6	0
0	3	0
1055	9	0
1062	11	1
0	2	1
0	4	1
0	12	0
1185	4	0
1053	9	0
0	5	0
0	12	0
1138	5	0
1052	11	1
0	10	0
0	2	0
0	6	0
0	12	0
0	11	0
0	7	0
0	8	1
0	3	0
0	3	0
1187	7	0
1130	4	1
0	7	0
0	2	1
0	6	0
1197	5	0
0	10	0
0	9	0
0	12	1
1115	8	0
0	4	0
0	4	1
0	9	0
0	5	0
0	13	1
0	13	0
1134	1	0
0	9	0
0	1	0
0	13	0
1027	2	0
0	2	0
0	9	0
1089	11	1
1026	8	0
0	13	0
1078	7	0
0	8	0
0	11	0
0	4	0
0	9	0
1068	5	0
0	3	0
0	12	1
0	5	0
0	12	0
0	3	1
0	5	1
1189	5	0
0	9	1
0	3	0
0	11	1
0	5	0
0	9	1
0	8	0
0	1	0
0	10	0
0	4	0
0	4	0
0	9	0
0	4	0
0	2	0
0	11	0
1178	9	0
0	9	1
1056	6	1
0	9	0
0	6	1
0	3	0
1095	12	1
0	1	0
0	3	1
0	2	0
0	10	0
0	8	0
0	10	0
0	7	0
0	9	0
0	5	0
1000	2	0
0	7	0
0	10	0
0	9	0
0	13	1
0	5	0
0	5	0
0	8	0
0	3	0
0	8	0
0	4	1
0	4	0
0	6	0
0	12	0
0	2	0
0	4	0
0	8	0
0	6	0
0	5	1
1198	4	0
0	3	0
0	11	0
0	2	0
0	1	0
1082	5	0
1191	9	0
1127	13	0
0	10	0
0	13	0
0	13	0
1094	10	0
0	8	0
0	7	0
0	2	0
0	8	0
0	6	1
0	11	0
0	2	1
0	4	0
0	4	0
0	10	0
0	5	0
0	12	0
0	11	0
0	8	0
0	4	0
0	10	0
1183	9	1
0	13	1
1085	1	0
0	9	1
0	11	0
1104	7	0
0	8	0
0	12	0
0	9	1
1128	8	0
1023	4	0
0	4	0
0	6	0
1080	10	0
0	1	0
0	5	0
0	6	0
0	8	0
0	9	0
0	11	0
0	6	1
0	3	0
0	6	0
0	2	0
1162	9	0
0	3	1
0	2	0
0	13	0
0	3	1
0	10	1
0	4	0
1066	10	0
0	13	1
1058	9	0
0	11	0
0	1	0
0	3	0
0	2	0
0	7	0
1145	10	0
1190	2	0
1109	11	0
1146	12	0
0	10	0
0	12	0
0	4	1
0	3	0
0	8	0
1048	10	0
0	11	0
1086	11	0
0	6	1
0	12	0
0	8	0
0	5	0
0	9	0
0	12	0
0	4	1
1002	1	0
0	11	1
0	12	0
0	10	0
1011	2	0
0	8	0
0	9	0
0	13	1
0	6	0
0	5	0
1166	3	0
0	11	0
1024	1	0
0	9	0
1074	12	1
0	2	0
0	12	0
1059	12	0
1043	12	0
0	1	0
0	3	0
0	5	0
0	6	0
0	1	0
1049	7	0
0	13	0
0	12	0
1159	5	0
0	2	0
0	8	0
1102	11	0
1065	7	0
0	4	0
0	6	0
0	6	0
1014	11	0
1099	7	1
0	13	0
1167	9	0
1143	7	0
0	6	0
0	6	0
0	10	0
0	2	0
1088	3	0
0	4	0
0	3	0
0	9	0
1131	4	0
0	10	0
0	12	0
0	12	1
1116	3	0
1182	1	1
0	12	0
1090	4	1
0	7	0
1007	6	0
0	10	0
0	7	0
0	2	0
0	10	1
0	6	0
0	6	0
0	6	0
0	13	0
0	5	0
0	2	0
1164	12	1
0	9	0
0	5	0
0	10	0
0	8	1
0	7	0
0	3	0
0	7	1
0	1	0
0	3	0
0	8	0
0	3	0
0	2	1
1154	1	0
0	10	0
0	3	0
0	8	0
0	12	0
0	8	0
0	2	0
0	10	0
0	8	1
0	1	0
0	9	0
0	1	0
0	7	0
1100	4	0
0	11	0
0	8	0
0	8	0
0	9	0
0	7	1
0	3	0
0	2	0
0	12	0
0	2	0
0	1	0
0	6	0
1105	3	0
1192	7	0
0	7	1
0	3	0
0	2	0
0	1	0
0	2	0
1018	10	0
0	12	0
0	2	0
0	7	1
0	10	0
1076	5	0
0	11	0
1170	11	0
0	8	0
0	6	0
0	8	0
0	12	0
0	5	0
1173	10	0
1013	4	0
0	12	0
0	7	1
0	7	0
0	11	0
0	13	1
0	3	0
0	3	0
0	4	0
0	7	0
0	7	0
1093	2	1
0	13	0
0	2	0
1061	10	1
0	4	0
0	1	1
0	11	0
0	10	0
0	10	0
0	4	0
1029	2	0
0	12	1
0	2	0
0	2	0
0	9	0
0	6	0
0	9	0
0	9	0
0	7	0
0	4	0
1196	7	0
1022	10	1
0	13	1
0	7	1
1019	1	0
0	7	0
1040	10	1
1020	3	1
0	6	0
0	10	1
0	13	1
0	8	1
0	6	1
0	11	1
0	10	0
0	12	0
1092	7	0
0	10	0
0	1	1
0	5	1
0	3	0
0	12	0
0	8	0
0	12	0
0	9	0
0	1	0
1103	13	0
0	3	0
0	9	0
0	11	0
1168	9	0
0	5	1
0	12	0
0	9	0
1171	13	1
0	5	0
0	4	0
1063	5	1
0	1	0
0	2	0
0	2	0
0	13	0
0	9	0
0	3	0
0	11	1
0	6	0
0	8	1
0	12	0
0	7	0
1157	7	0
0	12	0
0	5	0
0	5	0
0	3	0
1037	3	0
1042	7	0
